,Vote ID,File,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Code,interinstitutional file number,Committee responsabile,De,Subject,Final vote?,Author,RCV,Vote
1127,1128,51.0,2010-11-23 00:00:00,Duty-free treatment for specified pharmaceutical active ingredients bearing an 'international non-proprietary name' (INN) from the World Health Organisation and specified products used for the manufacture of finished pharmaceuticals,***I,Leg,Draft legislative resolution,A7-0316/2010 ,2010/0214/COD,Committee on International Trade,International trade,single vote,1.0,0,RCV,+
1128,1129,51.0,2010-11-23 00:00:00,Common system of value added tax and duration of obligation to respect a minimum standard rate,*,Leg,Draft legislative resolution,A7-0325/2010 ,2010/0179/CNS,Committee on Economic and Monetary Affairs,Economic & monetary affairs,single vote,1.0,0,RCV,+
1129,1130,51.0,2010-11-23 00:00:00,Long-term plan for the anchovy stock in the Bay of Biscay and the fisheries exploiting that stock,***I,Leg,Draft legislative resolution,A7-0299/2010 ,2009/0112/COD,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,0,RCV,+
1130,1131,51.0,2010-11-23 00:00:00,Multiannual plan for the western stock of Atlantic horse mackerel and the fisheries exploiting that stock,***I,Leg,Draft legislative resolution,A7-0296/2010 ,2009/0057/COD,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,0,RCV,+
1131,1132,51.0,2010-11-23 00:00:00,"Prohibition of highgrading and restrictions on fishing for flounder and turbot in the Baltic Sea, the Belts and the Sound",***I,Leg,Draft legislative resolution,A7-0295/2010 ,2010/0175/COD,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,0,RCV,+
1132,1133,51.0,2010-11-23 00:00:00,Use of alien and locally absent species in aquaculture,***I,Leg,Draft legislative resolution,A7-0184/2010 ,2009/0153/COD,Committee on Fisheries,Fisheries,vote: legislative resolution ,1.0,0,RCV,+
1133,1134,51.0,2010-11-23 00:00:00,State aid to facilitate the closure of uncompetitive coal mines,*,Leg,Draft legislative resolution,A7-0324/2010 ,2010/0220/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,"Article 3, paragraph 1, point a",0.0,> 40 Members,RCV,-
1134,1135,51.0,2010-11-23 00:00:00,State aid to facilitate the closure of uncompetitive coal mines,*,Leg,Draft legislative resolution,A7-0324/2010 ,2010/0220/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,"Article 3, paragraph 1, point a",0.0,committee ,RCV,+
1135,1136,51.0,2010-11-23 00:00:00,State aid to facilitate the closure of uncompetitive coal mines,*,Leg,Draft legislative resolution,A7-0324/2010 ,2010/0220/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,"Article 3, paragraph 1, point (h)",0.0,committee ,RCV,+
1136,1137,51.0,2010-11-23 00:00:00,State aid to facilitate the closure of uncompetitive coal mines,*,Leg,Draft legislative resolution,A7-0324/2010 ,2010/0220/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution ,1.0,0,RCV,+
1137,1138,51.0,2010-11-23 00:00:00,ACP-EU Joint Parliamentary Assembly in 2009,,Non,Motion for a resolution,A7-0315/2010 ,2010/2236/INI,Committee on Development,Development,Paragraph 6,0.0,original text,RCV,+
1138,1139,52.0,2010-11-24 00:00:00,Draft amending budget No 8/2010: Section III - Commission - European Solidarity Fund: floods in Ireland - completion of ESF - Objective 1 (2000 to 2006),,Bud,Motion for a resolution,A7-0327/2010 ,2010/2217/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
1139,1140,52.0,2010-11-24 00:00:00,Information on medicinal products (Community code relating to medicinal products),***I,Leg,Motion for a resolution,A7-0290/2010 ,2008/0256/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Amendments by the
committee responsible
– separate votes",0.0,committee,RCV,+
1140,1141,52.0,2010-11-24 00:00:00,Information on medicinal products (Community code relating to medicinal products),***I,Leg,Motion for a resolution,A7-0290/2010 ,2008/0256/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 100a, paragraph 2",0.0,committee,RCV,+
1141,1142,52.0,2010-11-24 00:00:00,Information on medicinal products (Community code relating to medicinal products),***I,Leg,Motion for a resolution,A7-0290/2010 ,2008/0256/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution ,1.0,0,RCV,+
1142,1143,52.0,2010-11-24 00:00:00,Information on medicinal products (Community procedures for the authorisation and supervision of medicinal products),***I,Leg,Motion for a resolution,A7-0289/2010 ,2008/0255/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution ,1.0,0,RCV,+
1143,1144,52.0,2010-11-24 00:00:00,Restriction of the use of certain hazardous substances in electrical and electronic equipment,***I ,Leg,Motion for a resolution,A7-0196/2010 ,2008/0240/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution ,1.0,0,RCV,+
1144,1145,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 3,0.0,original text,RCV,+
1145,1146,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 3,0.0,original text,RCV,+
1146,1147,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 7,0.0,original text,RCV,+
1147,1148,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 7,0.0,original text,RCV,+
1148,1149,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 8,0.0,original text,RCV,+
1149,1150,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 8,0.0,original text,RCV,-
1150,1151,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 8,0.0,original text,RCV,-
1151,1152,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 10,0.0,original text,RCV,-
1152,1153,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 13,0.0,original text,RCV,+
1153,1154,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 13,0.0,original text,RCV,+
1154,1155,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 14,0.0,original text,RCV,-
1155,1156,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 16,0.0,original text,RCV,+
1156,1157,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 16,0.0,original text,RCV,+
1157,1158,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 18,0.0,original text,RCV,+
1158,1159,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 18,0.0,original text,RCV,-
1159,1160,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 19,0.0,original text,RCV,+
1160,1161,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 19,0.0,original text,RCV,-
1161,1162,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 21,0.0,original text,RCV,+
1162,1163,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 25,0.0,original text,RCV,+
1163,1164,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 26,0.0,original text,RCV,+
1164,1165,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 26,0.0,original text,RCV,-
1165,1166,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 26,0.0,original text,RCV,+
1166,1167,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 26,0.0,original text,RCV,+
1167,1168,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 28,0.0,original text,RCV,+
1168,1169,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 30,0.0,original text,RCV,-
1169,1170,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 30,0.0,original text,RCV,+
1170,1171,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 30,0.0,original text,RCV,+
1171,1172,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 31,0.0,original text,RCV,+
1172,1173,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 31,0.0,original text,RCV,+
1173,1174,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 32,0.0,original text,RCV,-
1174,1175,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 35,0.0,original text,RCV,+
1175,1176,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Paragraph 35,0.0,original text,RCV,-
1176,1177,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital D,0.0,original text,RCV,+
1177,1178,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital D,0.0,original text,RCV,+
1178,1179,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital K,0.0,original text,RCV,-
1179,1180,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital N,0.0,original text,RCV,-
1180,1181,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital O,0.0,original text,RCV,+
1181,1182,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital O,0.0,original text,RCV,+
1182,1183,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital P,0.0,original text,RCV,+
1183,1184,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital R,0.0,original text,RCV,+
1184,1185,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital R,0.0,original text,RCV,-
1185,1186,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital S,0.0,original text,RCV,+
1186,1187,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital X,0.0,original text,RCV,+
1187,1188,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",Recital CC,0.0,original text,RCV,+
1188,1189,52.0,2010-11-24 00:00:00,"Anti-Counterfeiting Trade Agreement (ACTA)-Version drafted by the centre-left (ALDE, S&D, Greens/EFA, GUE/NGL groups)",,Non,Joint motion for a resolution,RC-B7-0617/2010 ,0,0,"Civil liberties, justice & home affairs",vote: resolution (text as a whole)  ,0.0,0,RCV,-
1189,1190,53.0,2010-11-25 00:00:00,2011 budget,,Non,Motion for a resolution,B7-0683/2010 ,2010/2972/RSP,0,Budget,vote: resolution (text as a whole)  ,0.0,0,RCV,+
1190,1191,53.0,2010-11-25 00:00:00,"Human rights, social and environmental standards in International Trade agreements",,Non,Motion for a resolution,A7-0312/2010 ,2009/2219/INI,Committee on International Trade,International trade,single vote,1.0,0,RCV,+
1191,1192,53.0,2010-11-25 00:00:00,Public service broadcasting in the digital era: the future of the dual system,,Non,Motion for a resolution,A7-0286/2010 ,2010/2028/INI,Committee on Culture and Education,Culture & education ,vote: resolution (text as a whole)  ,1.0,0,RCV,+
1192,1193,53.0,2010-11-25 00:00:00,10th anniversary of UN Security Council resolution 1325 on women and peace and security,,Non,Joint motion for a resolution,RC-B7-0624/2010 ,2010/2968/RSP,0,Foreign & security policy,Paragraph 5,0.0,original text,RCV,+
1193,1194,53.0,2010-11-25 00:00:00,10th anniversary of UN Security Council resolution 1325 on women and peace and security,,Non,Joint motion for a resolution,RC-B7-0624/2010 ,2010/2968/RSP,0,Foreign & security policy,Paragraph 8,0.0,original text,RCV,+
1194,1195,53.0,2010-11-25 00:00:00,10th anniversary of UN Security Council resolution 1325 on women and peace and security,,Non,Joint motion for a resolution,RC-B7-0624/2010 ,2010/2968/RSP,0,Foreign & security policy,Paragraph 10,0.0,GUE/NGL,RCV,-
1195,1196,53.0,2010-11-25 00:00:00,10th anniversary of UN Security Council resolution 1325 on women and peace and security,,Non,Joint motion for a resolution,RC-B7-0624/2010 ,2010/2968/RSP,0,Foreign & security policy,Paragraph 12,0.0,GUE/NGL,RCV,-
1196,1197,53.0,2010-11-25 00:00:00,10th anniversary of UN Security Council resolution 1325 on women and peace and security,,Non,Joint motion for a resolution,RC-B7-0624/2010 ,2010/2968/RSP,0,Foreign & security policy,Recital G,0.0,GUE/NGL,RCV,-
1197,1198,53.0,2010-11-25 00:00:00,Motions for resolutions - The situation in the beekeeping sector,,Non,Motion for a resolution,B7-0622/2010 ,2010/2778/RSP,0,Agriculture,Recital E,0.0,S&D,RCV,-
1198,1199,53.0,2010-11-25 00:00:00,Motions for resolutions - The situation in the beekeeping sector,,Non,Motion for a resolution,B7-0622/2010 ,2010/2778/RSP,0,Agriculture,Recital F,0.0,Greens/EFA,RCV,-
1199,1200,53.0,2010-11-25 00:00:00,Motions for resolutions - The situation in the beekeeping sector,,Non,Motion for a resolution,B7-0622/2010 ,2010/2778/RSP,0,Agriculture,After recital F,0.0,Greens/EFA,RCV,-
1200,1201,53.0,2010-11-25 00:00:00,A new Energy Strategy for Europe 2011 - 2020,,Non,Motion for a resolution,A7-0313/2010 ,2010/2108/INI,"Committee on Industry, Research and Energy","Industry, research & energy",Paragraph 52,0.0,original text,RCV,-
1201,1202,53.0,2010-11-25 00:00:00,A new Energy Strategy for Europe 2011 - 2020,,Non,Motion for a resolution,A7-0313/2010 ,2010/2108/INI,"Committee on Industry, Research and Energy","Industry, research & energy",Paragraph 56,0.0,original text,RCV,+
1202,1203,53.0,2010-11-25 00:00:00,A new Energy Strategy for Europe 2011 - 2020,,Non,Motion for a resolution,A7-0313/2010 ,2010/2108/INI,"Committee on Industry, Research and Energy","Industry, research & energy",Paragraph 63,0.0,original text,RCV,+
1203,1204,53.0,2010-11-25 00:00:00,A new Energy Strategy for Europe 2011 - 2020,,Non,Motion for a resolution,A7-0313/2010 ,2010/2108/INI,"Committee on Industry, Research and Energy","Industry, research & energy",vote: resolution (text as a whole)  ,1.0,0,RCV,+
1204,1205,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 2,0.0,PPE,RCV,+
1205,1206,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 14,0.0,PPE,RCV,+
1206,1207,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 16,0.0,Greens/EFA,RCV,-
1207,1208,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 16,0.0,Greens/EFA,RCV,-
1208,1209,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 16,0.0,PPE,RCV,-
1209,1210,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 26,0.0,PPE,RCV,+
1210,1211,53.0,2010-11-25 00:00:00,Preparations for Cancun Climate Change Conference (29 November-10 December),,Non,Motion for a resolution,B7-0616/2010 ,2010/2764/RSP,0,Environment & public health,Paragraph 27,0.0,PPE,RCV,+
1211,1212,53.0,2010-11-25 00:00:00,Ukraine,,Non,Joint motion for a resolution,RC-B7-0650/2010 ,2010/2934/RSP,0,Foreign & security policy,After paragraph 13,0.0,Greens/EFA,RCV,+
1212,1213,53.0,2010-11-25 00:00:00,International Trade Policy in the context of Climate Change imperatives,,Non,Motion for a resolution,A7-0310/2010 ,2010/2103/INI,Committee on International Trade,International trade,Paragraph 24,0.0,original text,RCV,+
1213,1214,53.0,2010-11-25 00:00:00,International Trade Policy in the context of Climate Change imperatives,,Non,Motion for a resolution,A7-0310/2010 ,2010/2103/INI,Committee on International Trade,International trade,Paragraph 38,0.0,original text,RCV,+
1214,1215,53.0,2010-11-25 00:00:00,International Trade Policy in the context of Climate Change imperatives,,Non,Motion for a resolution,A7-0310/2010 ,2010/2103/INI,Committee on International Trade,International trade,Paragraph 71,0.0,original text,RCV,-
1215,1216,53.0,2010-11-25 00:00:00,International Trade Policy in the context of Climate Change imperatives,,Non,Motion for a resolution,A7-0310/2010 ,2010/2103/INI,Committee on International Trade,International trade,vote: resolution (text as a whole)  ,1.0,0,RCV,+
1216,1217,53.0,2010-11-25 00:00:00,Corporate social responsibility in international trade agreements,,Non,Motion for a resolution,A7-0317/2010 ,2009/2201/INI,Committee on International Trade,International trade,Paragraph 3,0.0,original text,RCV,+
1217,1218,53.0,2010-11-25 00:00:00,Corporate social responsibility in international trade agreements,,Non,Motion for a resolution,A7-0317/2010 ,2009/2201/INI,Committee on International Trade,International trade,Paragraph 4,0.0,original text,RCV,+
1218,1219,53.0,2010-11-25 00:00:00,Corporate social responsibility in international trade agreements,,Non,Motion for a resolution,A7-0317/2010 ,2009/2201/INI,Committee on International Trade,International trade,Paragraph 25,0.0,original text,RCV,+
1219,1220,53.0,2010-11-25 00:00:00,Corporate social responsibility in international trade agreements,,Non,Motion for a resolution,A7-0317/2010 ,2009/2201/INI,Committee on International Trade,International trade,Paragraph 34,0.0,original text,RCV,+
1220,1221,53.0,2010-11-25 00:00:00,Corporate social responsibility in international trade agreements,,Non,Motion for a resolution,A7-0317/2010 ,2009/2201/INI,Committee on International Trade,International trade,vote: resolution (text as a whole)  ,1.0,0,RCV,+
1221,1222,53.0,2010-11-25 00:00:00,Iraq – in particular the death penalty (including the case of Tariq Aziz) and attacks against Christian communities,,Non,Joint motion for a resolution,RC-B7-0629/2010,2010/2964/RSP,0,Foreign & security policy,vote: resolution (text as a whole)  ,1.0,0,RCV,+
1222,1223,53.0,2010-11-25 00:00:00,Tibet – plans to make Chinese the main language of instruction,,Non,Joint motion for a resolution,RC-B7-0637/2010,2010/2965/RSP,0,Foreign & security policy,vote: resolution (text as a whole)  ,1.0,0,RCV,+
1223,1224,53.0,2010-11-25 00:00:00,Burma – conduct of elections and the release of opposition leader Aung San Suu Kyi,,Non,Joint motion for a resolution,RC-B7-0635/2010 ,2010/2966/RSP,0,Foreign & security policy,vote: resolution (text as a whole)  ,1.0,0,RCV,+
1224,1225,54.0,2010-12-14 00:00:00,Mobilisation of the EU Solidarity Fund: Portugal - floods; France - Xynthia (storm),,Bud,Motion for a resolution,A7-0335/2010 ,2010/2237/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
1225,1226,54.0,2010-12-14 00:00:00,"Draft amending budget No 9/2010: EU Solidarity Fund (floods in Portugal, Xynthia (storm), France) - Economic recovery: European offshore wind grid system",,Bud,Motion for a resolution,A7-0341/2010 ,2010/2238/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
